#
# obstacle_immobile_100cm.txt - Text file for the Sensing System
#
# 2 June 2020 - 1.0
#
# Author: Ruben Condesso - 81969 - 2nd Semester (2020)
#
#
# SmartBike System - Master Thesis in Telecommunications and Computer Engineering
#
#
# Output of the results from the detection of an obstacle, using the Ultrasonic Sensor
#
# Obstacle (wall) is immobile and at 100cm from the sensor
#

# =================================================================================== Code starts here ===================================================================================== #


ID: 192.168.0.1 | Timestamp: 02 6 2020 17:53:7 | Obstacle distance: 100.42 | State: Moving | GPS Coordinates: 38.7366864,-9.3089574
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:53:58 | Obstacle distance: 100.5 | State: Moving | GPS Coordinates: 38.7366877,-9.3089534
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:53:59 | Obstacle distance: 100.72 | State: Immobile | GPS Coordinates: 38.7366877,-9.3089535
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:0 | Obstacle distance: 100.54 | State: Immobile | GPS Coordinates: 38.7366876,-9.3089535
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:1 | Obstacle distance: 100.68 | State: Immobile | GPS Coordinates: 38.7366877,-9.3089532
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:2 | Obstacle distance: 100.34 | State: Immobile | GPS Coordinates: 38.7366877,-9.3089532
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:3 | Obstacle distance: 101.5 | State: Immobile | GPS Coordinates: 38.736688,-9.3089527
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:4 | Obstacle distance: 100.58 | State: Immobile | GPS Coordinates: 38.736688,-9.3089527
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:5 | Obstacle distance: 101.47 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:6 | Obstacle distance: 101.09 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:7 | Obstacle distance: 100.49 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:8 | Obstacle distance: 100.94 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:9 | Obstacle distance: 100.25 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:10 | Obstacle distance: 101.06 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:11 | Obstacle distance: 101.51 | State: Immobile | GPS Coordinates: 38.736688,-9.3089525
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:12 | Obstacle distance: 100.03 | State: Immobile | GPS Coordinates: 38.7366882,-9.3089521
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:13 | Obstacle distance: 102.99 | State: Immobile | GPS Coordinates: 38.7366882,-9.3089521
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:54:14 | Obstacle distance: 103.51 | State: Immobile | GPS Coordinates: 38.7366885,-9.3089515
