#
# obstacle_immobile_250cm.txt - Text file for the Sensing System
#
# 2 June 2020 - 1.0
#
# Author: Ruben Condesso - 81969 - 2nd Semester (2020)
#
#
# SmartBike System - Master Thesis in Telecommunications and Computer Engineering
#
#
# Output of the results from the detection of an obstacle, using the Ultrasonic Sensor
#
# Obstacle (wall) is immobile and at 250cm from the sensor
#

# =================================================================================== Code starts here ===================================================================================== #


ID: 192.168.0.1 | Timestamp: 02 6 2020 17:39:53 | Obstacle distance: 250.12 | State: Moving | GPS Coordinates: 38.7366716,-9.3089754
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:22 | Obstacle distance: 249.93 | State: Immobile | GPS Coordinates: 38.7366743,-9.3089685
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:23 | Obstacle distance: 250.01 | State: Immobile | GPS Coordinates: 38.7366743,-9.3089685
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:24 | Obstacle distance: 249.62 | State: Immobile | GPS Coordinates: 38.7366745,-9.308968
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:26 | Obstacle distance: 249.77 | State: Immobile | GPS Coordinates: 38.7366747,-9.3089678
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:27 | Obstacle distance: 250.44 | State: Immobile | GPS Coordinates: 38.7366748,-9.3089675
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:28 | Obstacle distance: 251.06 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089675
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:29 | Obstacle distance: 250.03 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089675
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:30 | Obstacle distance: 250.1 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089676
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:31 | Obstacle distance: 250.05 | State: Immobile | GPS Coordinates: 38.7366748,-9.3089676
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:32 | Obstacle distance: 250.01 | State: Immobile | GPS Coordinates: 38.7366749,-9.3089675
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:33 | Obstacle distance: 250.15 | State: Immobile | GPS Coordinates: 38.736675,-9.3089673
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:34 | Obstacle distance: 250.13 | State: Immobile | GPS Coordinates: 38.736675,-9.3089673
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:35 | Obstacle distance: 266.91 | State: Immobile | GPS Coordinates: 38.736675,-9.3089671
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:36 | Obstacle distance: 250.9 | State: Immobile | GPS Coordinates: 38.736675,-9.3089671
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:37 | Obstacle distance: 250.06 | State: Immobile | GPS Coordinates: 38.736675,-9.3089671
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:38 | Obstacle distance: 250.01 | State: Immobile | GPS Coordinates: 38.736675,-9.308967
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:39 | Obstacle distance: 247.1 | State: Immobile | GPS Coordinates: 38.736675,-9.308967
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:40 | Obstacle distance: 250.01 | State: Immobile | GPS Coordinates: 38.736675,-9.3089671
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:41 | Obstacle distance: 249.98 | State: Immobile | GPS Coordinates: 38.7366751,-9.3089669
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:42 | Obstacle distance: 250.0 | State: Immobile | GPS Coordinates: 38.7366751,-9.3089669
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:43 | Obstacle distance: 250.01 | State: Immobile | GPS Coordinates: 38.7366751,-9.3089666
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:44 | Obstacle distance: 250.03 | State: Immobile | GPS Coordinates: 38.7366751,-9.3089666
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:45 | Obstacle distance: 250.12 | State: Immobile | GPS Coordinates: 38.7366753,-9.3089664
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:46 | Obstacle distance: 250.05 | State: Immobile | GPS Coordinates: 38.7366753,-9.3089664
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:47 | Obstacle distance: 250.87 | State: Immobile | GPS Coordinates: 38.7366753,-9.3089664
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:48 | Obstacle distance: 250.15 | State: Immobile | GPS Coordinates: 38.7366754,-9.3089665
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:49 | Obstacle distance: 250.05 | State: Immobile | GPS Coordinates: 38.7366754,-9.3089665
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:50 | Obstacle distance: 250.1 | State: Immobile | GPS Coordinates: 38.7366754,-9.3089665
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:51 | Obstacle distance: 250.05 | State: Immobile | GPS Coordinates: 38.7366754,-9.3089665
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:52 | Obstacle distance: 249.82 | State: Immobile | GPS Coordinates: 38.7366754,-9.3089665
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:53 | Obstacle distance: 249.93 | State: Immobile | GPS Coordinates: 38.7366755,-9.3089661
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:54 | Obstacle distance: 250.27 | State: Immobile | GPS Coordinates: 38.7366755,-9.3089661
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:55 | Obstacle distance: 250.51 | State: Immobile | GPS Coordinates: 38.7366755,-9.3089661
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:56 | Obstacle distance: 250.0 | State: Immobile | GPS Coordinates: 38.7366755,-9.3089661
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:57 | Obstacle distance: 117.86 | State: Moving | GPS Coordinates: 38.7366755,-9.3089661
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:40:58 | Obstacle distance: 217.72 | State: Moving | GPS Coordinates: 38.7366755,-9.26806503604

