#
# obstacle_immobile_300cm.txt - Text file for the Sensing System
#
# 2 June 2020 - 1.0
#
# Author: Ruben Condesso - 81969 - 2nd Semester (2020)
#
#
# SmartBike System - Master Thesis in Telecommunications and Computer Engineering
#
#
# Output of the results from the detection of an obstacle, using the Ultrasonic Sensor
#
# Obstacle (wall) is immobile and at 300cm from the sensor
#

# =================================================================================== Code starts here ===================================================================================== #


ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:13 | Obstacle distance: 300.12 | State: Moving | GPS Coordinates: 38.7366766,-9.3089696
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:46 | Obstacle distance: 299.38 | State: Immobile | GPS Coordinates: 38.7366757,-9.3089726
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:47 | Obstacle distance: 299.85 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089723
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:48 | Obstacle distance: 299.42 | State: Immobile | GPS Coordinates: 38.7366758,-9.308972
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:49 | Obstacle distance: 299.31 | State: Immobile | GPS Coordinates: 38.7366758,-9.308972
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:50 | Obstacle distance: 299.95 | State: Immobile | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:51 | Obstacle distance: 300.93 | State: Immobile | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:52 | Obstacle distance: 299.86 | State: Immobile | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:53 | Obstacle distance: 299.87 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089716
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:54 | Obstacle distance: 299.85 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089717
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:55 | Obstacle distance: 300.35 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089717
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:56 | Obstacle distance: 299.61 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089719
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:57 | Obstacle distance: 299.76 | State: Immobile | GPS Coordinates: 38.7366758,-9.3089719
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:58 | Obstacle distance: 300.04 | State: Immobile | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:35:59 | Obstacle distance: 209.28 | State: Moving | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:36:0 | Obstacle distance: 299.75 | State: Moving | GPS Coordinates: 38.7366759,-9.3089718
ID: 192.168.0.1 | Timestamp: 02 6 2020 17:36:2 | Obstacle distance: 300.16 | State: Immobile | GPS Coordinates: 38.7366759,-9.3089718
